,artist_name,song_names,song_popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
460,Wiz Khalifa,See You Again (feat. Charlie Puth),78,0.369,0.6890000000000001,229526,0.48100000000000004,1.03e-06,10,0.0649,-7.502999999999999,1,0.0815,80.025,4,0.28300000000000003
461,Wiz Khalifa,Hopeless Romantic (feat. Swae Lee),78,0.307,0.877,226743,0.47700000000000004,0.0,9,0.0929,-7.379,0,0.0587,127.023,4,0.552
462,Wiz Khalifa,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",77,0.255,0.502,243491,0.7859999999999999,0.0,9,0.65,-4.378,0,0.317,169.021,4,0.7390000000000001
463,Wiz Khalifa,"Young, Wild & Free (feat. Bruno Mars)",60,0.0897,0.5529999999999999,207347,0.652,0.0,0,0.111,-6.685,1,0.20600000000000002,94.505,4,0.551
464,Wiz Khalifa,Fr Fr (feat. Lil Skies),74,0.12,0.9159999999999999,195591,0.493,2.63e-06,1,0.21100000000000002,-7.371,0,0.162,140.05700000000002,4,0.327
465,Wiz Khalifa,Black and Yellow,72,0.0646,0.684,217667,0.8340000000000001,0.0,2,0.271,-4.524,0,0.0675,164.02,4,0.5379999999999999
466,Wiz Khalifa,Alright (feat. Trippie Redd & Preme),70,0.00988,0.708,177865,0.6609999999999999,0.0,6,0.135,-5.0280000000000005,0,0.11,155.96200000000002,4,0.293
467,Wiz Khalifa,So High (feat. Ghost Loft),67,0.11800000000000001,0.628,249288,0.629,0.0,6,0.102,-4.829,0,0.0485,157.99,4,0.3
468,Wiz Khalifa,We Dem Boyz,67,0.00689,0.7170000000000001,224933,0.862,0.0,8,0.321,-4.736000000000001,1,0.054000000000000006,130.02100000000002,4,0.52
469,Wiz Khalifa,Real Rich (feat. Gucci Mane),67,0.0353,0.9470000000000001,124526,0.441,0.0,2,0.111,-9.311,1,0.135,125.01,4,0.275
470,Zedd,The Middle,86,0.171,0.753,184732,0.657,0.0,7,0.11199999999999999,-3.0610000000000004,1,0.0449,107.01,4,0.43700000000000006
471,Zedd,Happy Now,83,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.127999999999999,1,0.047,88.335,3,0.45799999999999996
472,Zedd,Lost In Japan - Remix,82,0.0882,0.6940000000000001,201253,0.852,0.0,7,0.33399999999999996,-5.34,0,0.257,107.178,4,0.377
473,Zedd,Stay (with Alessia Cara),80,0.253,0.69,210091,0.622,0.0,5,0.11599999999999999,-5.025,0,0.0622,102.04,4,0.544
474,Zedd,Clarity,71,0.0398,0.509,271427,0.7809999999999999,0.0,8,0.0749,-3.48,1,0.07200000000000001,128.0,4,0.17600000000000002
475,Zedd,Beautiful Now,69,0.0079,0.628,218293,0.833,1.4800000000000002e-05,11,0.07400000000000001,-4.126,0,0.0282,128.003,4,0.56
476,Zedd,Get Low (with Liam Payne),67,0.027000000000000003,0.718,204583,0.9259999999999999,1.76e-05,1,0.0513,-3.511,1,0.0494,108.01799999999999,4,0.54
477,Zedd,I Want You To Know,66,0.005370000000000001,0.58,240000,0.846,6.62e-06,9,0.145,-2.8760000000000003,0,0.0573,129.998,4,0.366
478,Zedd,Happy Now - Acoustic,63,0.882,0.555,152000,0.33399999999999996,0.0,4,0.127,-6.763,1,0.0701,80.683,4,0.5479999999999999
479,Zedd,Spectrum,62,0.0137,0.609,243413,0.8009999999999999,0.00349,0,0.127,-4.417,0,0.034,129.99,4,0.40700000000000003
480,Ty Dolla $ign,Nights Like This (feat. Ty Dolla $ign),88,0.36700000000000005,0.61,201788,0.725,0.0,8,0.154,-5.131,1,0.15,146.16299999999998,4,0.29100000000000004
481,Ty Dolla $ign,OTW,82,0.183,0.652,263014,0.6779999999999999,3.26e-05,2,0.106,-6.183,1,0.0541,72.98899999999999,4,0.28
482,Ty Dolla $ign,Swalla (feat. Nicki Minaj & Ty Dolla $ign),79,0.075,0.696,216409,0.8170000000000001,0.0,1,0.187,-3.862,1,0.109,98.064,4,0.782
483,Ty Dolla $ign,Scared of the Dark (feat. XXXTENTACION),79,0.0468,0.44299999999999995,233000,0.623,0.0,0,0.247,-6.7170000000000005,0,0.0718,79.365,4,0.156
484,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa and DJ Mustard) - Remix",77,0.22,0.805,242983,0.33,0.0,1,0.105,-8.712,0,0.1,121.97,4,0.21100000000000002
485,Ty Dolla $ign,The Light,58,0.0138,0.855,180027,0.49700000000000005,4.429999999999999e-05,11,0.0294,-7.723,0,0.254,93.029,4,0.626
486,Ty Dolla $ign,Love U Better (feat. Lil Wayne & The-Dream),69,0.0802,0.645,181880,0.541,0.0,10,0.325,-6.312,0,0.0385,95.061,4,0.41100000000000003
487,Ty Dolla $ign,Movin’ Up,69,0.19699999999999998,0.938,167298,0.377,3.05e-05,0,0.17800000000000002,-6.252999999999999,1,0.127,108.985,4,0.598
488,Ty Dolla $ign,Clout (feat. 21 Savage),69,0.136,0.88,200373,0.728,5.42e-05,10,0.337,-6.939,0,0.205,160.976,4,0.715
489,Ty Dolla $ign,Bad Bitch (feat. Ty Dolla $ign),68,0.0283,0.6559999999999999,197253,0.615,0.0,5,0.23399999999999999,-6.252000000000001,1,0.0539,139.91,4,0.366
490,Luis Fonsi,Imposible,70,0.127,0.7829999999999999,164533,0.738,0.0,11,0.127,-4.078,1,0.0741,90.976,4,0.925
491,Luis Fonsi,Despacito - Remix,80,0.228,0.653,228827,0.816,0.0,2,0.0967,-4.353,1,0.16699999999999998,178.08599999999998,4,0.816
492,Luis Fonsi,Échame La Culpa,70,0.0391,0.733,173800,0.897,0.0,0,0.11699999999999999,-3.6519999999999997,1,0.0389,96.006,4,0.649
493,Luis Fonsi,Baby (feat. MARINA & Luis Fonsi),68,0.35600000000000004,0.755,205440,0.74,1.05e-05,0,0.0994,-5.354,0,0.04,116.946,4,0.33
494,Luis Fonsi,Sola,65,0.509,0.737,205053,0.525,0.0,6,0.0608,-6.6770000000000005,0,0.25,127.97,3,0.483
495,Luis Fonsi,Calypso,58,0.158,0.863,200973,0.84,0.0,1,0.368,-3.7,0,0.0587,109.977,4,0.934
496,Luis Fonsi,Despacito,70,0.198,0.655,229360,0.797,0.0,2,0.067,-4.787,1,0.153,177.928,4,0.8390000000000001
497,Luis Fonsi,Sigamos Bailando,68,0.0297,0.7240000000000001,189160,0.865,0.0,4,0.0499,-2.945,0,0.0376,108.03,4,0.594
498,Luis Fonsi,Apaga La Luz,67,0.135,0.809,212307,0.79,0.0,8,0.32299999999999995,-4.534,1,0.0602,106.93,4,0.7909999999999999
499,Luis Fonsi,El Ultimo Adiós - Varios Artistas Version,66,0.6409999999999999,0.276,237467,0.5720000000000001,0.0,1,0.2,-7.818,1,0.0377,77.986,4,0.285
